ID,start,end,code,team,action,half,pos_x,pos_y
279,299,319,50. Jackson Smith,Seattle United 06 Tango,Passes into the penalty box,1st half,105.0,68.0
280,301.48,321.48,21. Gian Lucca Weintraub,Seattle United 06 Tango,Corner attacks,1st half,100.3,27.5
281,301.48,321.48,21. Gian Lucca Weintraub,Seattle United 06 Tango,Shots,1st half,100.3,27.5
282,301.48,321.48,1. Noname A18,Sound FC 06,Supersaves,1st half,4.7,40.5
283,301.48,321.48,1. Noname A18,Sound FC 06,Shot on target (saved),1st half,4.7,40.5
284,301.48,321.48,21. Gian Lucca Weintraub,Seattle United 06 Tango,Shot on target,1st half,100.3,27.5
285,301.61,321.61,5. Noname Noname,Sound FC 06,Errors,1st half,3.0,40.1
286,301.61,321.61,5. Noname Noname,Sound FC 06,Corner attacks,1st half,3.0,40.1
287,302.07,322.07,1. Noname A18,Sound FC 06,Corner attacks,1st half,1.1,37.6
288,306.36,326.36,1. Noname A18,Sound FC 06,Passes accurate,1st half,9.8,40.4
289,309.49,329.49,7. Noname Noname,Sound FC 06,Lost balls,1st half,38.0,66.1
290,309.49,329.49,7. Noname Noname,Sound FC 06,Lost balls (in opp. half),1st half,38.0,66.1
291,309.49,329.49,7. Noname Noname,Sound FC 06,Dribbles (Unsuccessful actions),1st half,38.0,66.1
292,309.49,329.49,40. Mateo Garces,Seattle United 06 Tango,Tackles (Successful actions),1st half,67,1.9
293,309.49,329.49,7. Noname Noname,Sound FC 06,Challenges (lost),1st half,38.0,66.1
294,309.49,329.49,40. Mateo Garces,Seattle United 06 Tango,Challenges (won),1st half,67,1.9
295,316.94,336.94,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,1st half,56.5,0.0
296,316.94,336.94,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,56.5,0.0
297,318.67,338.67,23. Zoran Khan,Seattle United 06 Tango,Positional attacks,1st half,71.0,7.6
298,320.13,340.13,23. Zoran Khan,Seattle United 06 Tango,Lost balls,1st half,60.8,36.4
299,320.13,340.13,23. Zoran Khan,Seattle United 06 Tango,Passes (inaccurate),1st half,69.5,12.7
300,320.13,340.13,23. Zoran Khan,Seattle United 06 Tango,Positional attacks,1st half,69.5,12.7
301,322.34,342.34,9. Noname Noname,Sound FC 06,Counter-attacks,1st half,44.2,31.6
302,322.34,342.34,9. Noname Noname,Sound FC 06,Interceptions,1st half,44.2,31.6
303,322.34,342.34,9. Noname Noname,Sound FC 06,Passes accurate,1st half,44.2,31.6
304,322.34,342.34,9. Noname Noname,Sound FC 06,Positional attacks,1st half,44.2,31.6
305,327.4,347.4,1. Finley Suess,Seattle United 06 Tango,Counter-attacks,1st half,8.0,10.8
306,327.4,347.4,1. Finley Suess,Seattle United 06 Tango,Challenges (won),1st half,8.0,10.8
307,327.4,347.4,18. Noname Noname,Sound FC 06,Challenges (lost),1st half,97,57.2
308,327.4,347.4,1. Finley Suess,Seattle United 06 Tango,Counter-attacks,1st half,8.0,10.8
309,345.34,365.34,12. Noname A21,Sound FC 06,Positional attacks,1st half,82.6,68.0
310,345.34,365.34,12. Noname A21,Sound FC 06,Passes accurate,1st half,82.6,68.0
311,348.19,368.19,4. Noname A17,Sound FC 06,Positional attacks,1st half,62.5,57.2
312,350.37,370.37,4. Noname A17,Sound FC 06,Passes (inaccurate),1st half,66.7,49.3
313,350.37,370.37,4. Noname A17,Sound FC 06,Lost balls,1st half,60.7,39.5
314,350.37,370.37,4. Noname A17,Sound FC 06,Positional attacks,1st half,66.7,49.3
315,352.21,372.21,5. Noname Noname,Sound FC 06,Challenges (lost),1st half,60.7,39.5
316,352.21,372.21,50. Jackson Smith,Seattle United 06 Tango,Picking-ups,1st half,44.3,28.5
317,352.21,372.21,50. Jackson Smith,Seattle United 06 Tango,Positional attacks,1st half,44.3,28.5
318,352.21,372.21,50. Jackson Smith,Seattle United 06 Tango,Counter-attacks,1st half,44.3,28.5
319,352.21,372.21,5. Noname Noname,Sound FC 06,Tackles (Unsuccessful actions),1st half,60.7,39.5
320,352.21,372.21,50. Jackson Smith,Seattle United 06 Tango,Dribbles (Successful actions),1st half,44.3,28.5
321,355.82,375.82,50. Jackson Smith,Seattle United 06 Tango,Passes (inaccurate),1st half,58.6,47.3
322,355.82,375.82,50. Jackson Smith,Seattle United 06 Tango,Lost balls,1st half,91.5,31.3
323,355.82,375.82,50. Jackson Smith,Seattle United 06 Tango,Counter-attacks,1st half,58.6,47.3
324,355.82,375.82,50. Jackson Smith,Seattle United 06 Tango,Passes into the penalty box,1st half,58.6,47.3
325,358.87,378.87,1. Noname A18,Sound FC 06,Counter-attacks,1st half,13.5,36.7
326,358.87,378.87,1. Noname A18,Sound FC 06,Interceptions,1st half,13.5,36.7
327,369.14,389.14,1. Noname A18,Sound FC 06,Passes (inaccurate),1st half,16.0,36.7
328,369.14,389.14,1. Noname A18,Sound FC 06,Lost balls,1st half,62.9,51.3
329,372.46,392.46,40. Mateo Garces,Seattle United 06 Tango,Lost balls,1st half,56.6,0.0
330,372.46,392.46,40. Mateo Garces,Seattle United 06 Tango,Interceptions,1st half,42.1,16.7
331,372.46,392.46,40. Mateo Garces,Seattle United 06 Tango,Passes (inaccurate),1st half,42.1,16.7
332,384.26,404.26,12. Noname A21,Sound FC 06,Passes accurate,1st half,45.6,68.0
333,384.26,404.26,12. Noname A21,Sound FC 06,Positional attacks,1st half,45.6,68.0
334,385.55,405.55,14. Noname Noname,Sound FC 06,Positional attacks,1st half,58.9,62.9
335,385.55,405.55,14. Noname Noname,Sound FC 06,Passes accurate,1st half,58.9,62.9
336,386.56,406.56,12. Noname A21,Sound FC 06,Positional attacks,1st half,50.3,64.7
337,387.44,407.44,12. Noname A21,Sound FC 06,Passes accurate,1st half,46.1,61.2
338,387.44,407.44,12. Noname A21,Sound FC 06,Positional attacks,1st half,46.1,61.2
339,389.83,409.83,10. Noname A20,Sound FC 06,Passes accurate,1st half,37.3,48.4
340,389.83,409.83,10. Noname A20,Sound FC 06,Positional attacks,1st half,37.3,48.4
341,390.82,410.82,8. Noname A19,Sound FC 06,Positional attacks,1st half,49.3,41.3
342,391.94,411.94,8. Noname A19,Sound FC 06,Passes accurate,1st half,49.0,36.5
343,391.94,411.94,8. Noname A19,Sound FC 06,Positional attacks,1st half,49.0,36.5
344,396.25,416.25,13. Noname Noname,Sound FC 06,Positional attacks,1st half,51.5,7.6
345,396.25,416.25,13. Noname Noname,Sound FC 06,Passes accurate,1st half,51.5,7.6
346,397.57,417.57,5. Noname Noname,Sound FC 06,Positional attacks,1st half,45.3,12.9
347,398.82,418.82,5. Noname Noname,Sound FC 06,Passes accurate,1st half,47.4,9.4
348,398.82,418.82,5. Noname Noname,Sound FC 06,Positional attacks,1st half,47.4,9.4
349,399.61,419.61,8. Noname A19,Sound FC 06,Positional attacks,1st half,56.5,10.9
350,402.66,422.66,8. Noname A19,Sound FC 06,Positional attacks,1st half,50.7,22.0
351,402.66,422.66,8. Noname A19,Sound FC 06,Passes accurate,1st half,50.7,22.0
352,405.2,425.2,10. Noname A20,Sound FC 06,Passes accurate,1st half,33.6,30.8
353,405.2,425.2,10. Noname A20,Sound FC 06,Positional attacks,1st half,33.6,30.8
354,407.29,427.29,4. Noname A17,Sound FC 06,Positional attacks,1st half,35.5,48.2
355,407.29,427.29,4. Noname A17,Sound FC 06,Lost balls,1st half,66.0,47.0
356,407.29,427.29,4. Noname A17,Sound FC 06,Passes (inaccurate),1st half,35.5,48.2
357,409.51,429.51,25. Benton Tameling,Seattle United 06 Tango,Passes accurate,1st half,39.0,21.0
358,409.51,429.51,25. Benton Tameling,Seattle United 06 Tango,Counter-attacks,1st half,39.0,21.0
359,409.51,429.51,25. Benton Tameling,Seattle United 06 Tango,Interceptions,1st half,39.0,21.0
360,409.51,429.51,25. Benton Tameling,Seattle United 06 Tango,Positional attacks,1st half,39.0,21.0
361,411.5,431.5,21. Gian Lucca Weintraub,Seattle United 06 Tango,Passes accurate,1st half,57.2,16.7
362,411.5,431.5,21. Gian Lucca Weintraub,Seattle United 06 Tango,Counter-attacks,1st half,57.2,16.7
363,413.09,433.09,29. Jackson Peterson,Seattle United 06 Tango,Passes accurate,1st half,57.6,32.2
364,413.09,433.09,29. Jackson Peterson,Seattle United 06 Tango,Counter-attacks,1st half,57.6,32.2
365,414.98,434.98,54. Elliot Falor,Seattle United 06 Tango,Counter-attacks,1st half,67.8,26.8
366,414.98,434.98,54. Elliot Falor,Seattle United 06 Tango,Passes accurate,1st half,67.8,26.8
367,417.04,437.04,7. Noname Noname,Sound FC 06,Challenges (lost),1st half,48.5,32.1
368,417.04,437.04,42. Loic Charles-Antoine,Seattle United 06 Tango,Counter-attacks,1st half,56.5,35.9
369,417.04,437.04,7. Noname Noname,Sound FC 06,Tackles (Unsuccessful actions),1st half,48.5,32.1
370,417.04,437.04,42. Loic Charles-Antoine,Seattle United 06 Tango,Dribbles (Successful actions),1st half,56.5,35.9
371,418.51,438.51,42. Loic Charles-Antoine,Seattle United 06 Tango,Passes accurate,1st half,56.6,33.2
372,418.51,438.51,42. Loic Charles-Antoine,Seattle United 06 Tango,Counter-attacks,1st half,56.6,33.2
373,419.78,439.78,40. Mateo Garces,Seattle United 06 Tango,Counter-attacks,1st half,59.3,11.3
374,422.63,442.63,40. Mateo Garces,Seattle United 06 Tango,Crosses (inaccurate),1st half,68.7,9.9
375,422.63,442.63,40. Mateo Garces,Seattle United 06 Tango,Counter-attacks,1st half,68.7,9.9
376,422.63,442.63,40. Mateo Garces,Seattle United 06 Tango,Counter-attacks,1st half,68.7,9.9
377,422.63,442.63,40. Mateo Garces,Seattle United 06 Tango,Passes (inaccurate),1st half,68.7,9.9
378,422.63,442.63,40. Mateo Garces,Seattle United 06 Tango,Passes into the penalty box,1st half,68.7,9.9
379,424.45,444.45,10. Noname A20,Sound FC 06,Interceptions,1st half,14.8,32.7
380,424.45,444.45,10. Noname A20,Sound FC 06,Counter-attacks,1st half,14.8,32.7
381,426.93,446.93,54. Elliot Falor,Seattle United 06 Tango,Picking-ups (in opp. half),1st half,69.2,31.8
382,426.93,446.93,54. Elliot Falor,Seattle United 06 Tango,Positional attacks,1st half,69.2,31.8
383,426.93,446.93,54. Elliot Falor,Seattle United 06 Tango,Positional attacks,1st half,69.2,31.8
384,426.93,446.93,7. Noname Noname,Sound FC 06,Tackles (Unsuccessful actions),1st half,35.8,36.2
385,426.93,446.93,7. Noname Noname,Sound FC 06,Challenges (lost),1st half,35.8,36.2
386,426.93,446.93,54. Elliot Falor,Seattle United 06 Tango,Picking-ups,1st half,69.2,31.8
387,426.93,446.93,54. Elliot Falor,Seattle United 06 Tango,Dribbles (Successful actions),1st half,69.2,31.8
388,433.58,453.58,54. Elliot Falor,Seattle United 06 Tango,Positional attacks,1st half,73.9,45.8
389,433.58,453.58,54. Elliot Falor,Seattle United 06 Tango,Passes (inaccurate),1st half,73.9,45.8
390,452.97,472.97,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,1st half,73.5,42.4
391,452.97,472.97,29. Jackson Peterson,Seattle United 06 Tango,Passes accurate,1st half,73.5,42.4
392,454.52,474.52,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,1st half,61.6,46.3
393,456.76,476.76,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,1st half,63.1,38.9
394,456.76,476.76,42. Loic Charles-Antoine,Seattle United 06 Tango,Passes accurate,1st half,63.1,38.9
395,459.01,479.01,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,67.2,17.1
396,460.88,480.88,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,72.3,17.8
397,460.88,480.88,40. Mateo Garces,Seattle United 06 Tango,Passes into the penalty box,1st half,72.3,17.8
398,460.88,480.88,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,1st half,72.3,17.8
399,462,482,29. Jackson Peterson,Seattle United 06 Tango,Challenges (lost),1st half,90.2,23.1
400,462,482,29. Jackson Peterson,Seattle United 06 Tango,Dribbles (Unsuccessful actions),1st half,90.2,23.1
401,462,482,10. Noname A20,Sound FC 06,Tackles (Successful actions),1st half,14.8,44.9
402,462,482,10. Noname A20,Sound FC 06,Challenges (won),1st half,14.8,44.9
403,462,482,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,1st half,90.2,23.1
404,462,482,29. Jackson Peterson,Seattle United 06 Tango,Lost balls,1st half,90.2,23.1
405,470.38,490.38,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,1st half,87.2,0.0
406,470.38,490.38,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,87.2,0.0
407,471.82,491.82,54. Elliot Falor,Seattle United 06 Tango,Positional attacks,1st half,78.9,12.5
408,473.36,493.36,54. Elliot Falor,Seattle United 06 Tango,Passes accurate,1st half,76.6,6.8
409,473.36,493.36,54. Elliot Falor,Seattle United 06 Tango,Positional attacks,1st half,76.6,6.8
410,474.37,494.37,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,76.0,1.9
411,474.37,494.37,40. Mateo Garces,Seattle United 06 Tango,Crosses (inaccurate),1st half,76.0,1.9
412,474.37,494.37,40. Mateo Garces,Seattle United 06 Tango,Lost balls,1st half,105.0,27.5
413,474.37,494.37,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,76.0,1.9
414,474.37,494.37,40. Mateo Garces,Seattle United 06 Tango,Passes into the penalty box,1st half,76.0,1.9
415,474.37,494.37,40. Mateo Garces,Seattle United 06 Tango,Passes (inaccurate),1st half,76.0,1.9
416,496.1,516.1,1. Noname A18,Sound FC 06,Passes accurate,1st half,5.2,34.4
417,496.1,516.1,1. Noname A18,Sound FC 06,Goal-kicks,1st half,5.2,34.4
418,497.16,517.16,4. Noname A17,Sound FC 06,Lost balls,1st half,35.9,30.7
419,497.16,517.16,4. Noname A17,Sound FC 06,Lost balls (in opp. half),1st half,35.9,30.7
420,497.16,517.16,4. Noname A17,Sound FC 06,Passes (inaccurate),1st half,23.7,43.5
421,498.48,518.48,54. Elliot Falor,Seattle United 06 Tango,Interceptions (in opp. half),1st half,69.1,37.3
422,498.48,518.48,54. Elliot Falor,Seattle United 06 Tango,Interceptions,1st half,69.1,37.3
423,499.58,519.58,54. Elliot Falor,Seattle United 06 Tango,Positional attacks,1st half,71.6,31.5
424,499.58,519.58,54. Elliot Falor,Seattle United 06 Tango,Passes accurate,1st half,71.6,31.5
425,500.79,520.79,21. Gian Lucca Weintraub,Seattle United 06 Tango,Positional attacks,1st half,78.9,18.2
426,503,523,21. Gian Lucca Weintraub,Seattle United 06 Tango,Positional attacks,1st half,80.3,22.7
427,503,523,21. Gian Lucca Weintraub,Seattle United 06 Tango,Passes (inaccurate),1st half,80.3,22.7
428,503.46,523.46,8. Noname A19,Sound FC 06,Interceptions,1st half,24.0,42.7
429,503.46,523.46,8. Noname A19,Sound FC 06,Positional attacks,1st half,24.0,42.7
430,504.27,524.27,12. Noname A21,Sound FC 06,Positional attacks,1st half,26.6,48.7
431,504.27,524.27,12. Noname A21,Sound FC 06,Picking-ups,1st half,26.6,48.7
432,505.8,525.8,12. Noname A21,Sound FC 06,Positional attacks,1st half,35.2,50.2
433,505.8,525.8,12. Noname A21,Sound FC 06,Passes (inaccurate),1st half,35.2,50.2
434,506.13,526.13,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,66.3,18.5
435,506.13,526.13,40. Mateo Garces,Seattle United 06 Tango,Interceptions (in opp. half),1st half,66.3,18.5
436,506.13,526.13,40. Mateo Garces,Seattle United 06 Tango,Interceptions,1st half,66.3,18.5
437,508.28,528.28,47. Tate Macdonald,Seattle United 06 Tango,Picking-ups,1st half,58.9,42.9
438,508.28,528.28,47. Tate Macdonald,Seattle United 06 Tango,Picking-ups (in opp. half),1st half,58.9,42.9
439,508.28,528.28,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,1st half,58.9,42.9
440,510.68,530.68,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,1st half,61.9,35.8
441,510.68,530.68,47. Tate Macdonald,Seattle United 06 Tango,Passes accurate,1st half,61.9,35.8
442,512.71,532.71,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,1st half,57.5,23.8
443,512.71,532.71,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,57.5,23.8
444,514.1,534.1,42. Loic Charles-Antoine,Seattle United 06 Tango,Passes accurate,1st half,57.9,34.9
445,514.1,534.1,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,1st half,57.9,34.9
446,515.47,535.47,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,1st half,63.1,49.5
447,518.28,538.28,47. Tate Macdonald,Seattle United 06 Tango,Passes (inaccurate),1st half,70.2,52.4
448,518.28,538.28,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,1st half,70.2,52.4
449,520.84,540.84,13. Noname Noname,Sound FC 06,Positional attacks,1st half,9.6,12.3
450,520.84,540.84,13. Noname Noname,Sound FC 06,Interceptions,1st half,9.6,12.3
451,523.7,543.7,13. Noname Noname,Sound FC 06,Positional attacks,1st half,2.5,9.7
452,523.7,543.7,13. Noname Noname,Sound FC 06,Passes (inaccurate),1st half,2.5,9.7
453,525.25,545.25,47. Tate Macdonald,Seattle United 06 Tango,Interceptions,1st half,79.5,64.8
454,525.25,545.25,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,1st half,79.5,64.8
455,525.25,545.25,47. Tate Macdonald,Seattle United 06 Tango,Interceptions (in opp. half),1st half,79.5,64.8
456,527.19,547.19,13. Noname Noname,Sound FC 06,Passes (inaccurate),1st half,15.7,4.9
457,527.19,547.19,13. Noname Noname,Sound FC 06,Positional attacks,1st half,15.7,4.9
458,527.19,547.19,13. Noname Noname,Sound FC 06,Picking-ups,1st half,15.7,4.9
459,527.19,547.19,13. Noname Noname,Sound FC 06,Positional attacks,1st half,15.7,4.9
460,530.21,550.21,42. Loic Charles-Antoine,Seattle United 06 Tango,Passes (inaccurate),1st half,71.0,66.2
461,530.21,550.21,42. Loic Charles-Antoine,Seattle United 06 Tango,Lost balls,1st half,79.7,62.6
462,530.21,550.21,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,1st half,71.0,66.2
463,530.21,550.21,42. Loic Charles-Antoine,Seattle United 06 Tango,Picking-ups,1st half,71.0,66.2
464,530.21,550.21,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,1st half,71.0,66.2
465,530.21,550.21,42. Loic Charles-Antoine,Seattle United 06 Tango,Picking-ups (in opp. half),1st half,71.0,66.2
466,531.99,551.99,9. Noname Noname,Sound FC 06,Positional attacks,1st half,25.3,5.4
467,531.99,551.99,9. Noname Noname,Sound FC 06,Interceptions,1st half,25.3,5.4
468,531.99,551.99,9. Noname Noname,Sound FC 06,Passes accurate,1st half,25.3,5.4
469,532.82,552.82,5. Noname Noname,Sound FC 06,Passes accurate,1st half,19.2,12.2
470,533.96,553.96,14. Noname Noname,Sound FC 06,Lost balls,1st half,50.1,10.3
471,533.96,553.96,14. Noname Noname,Sound FC 06,Passes (inaccurate),1st half,37.8,16.0
472,533.96,553.96,14. Noname Noname,Sound FC 06,Lost balls (in opp. half),1st half,50.1,10.3
473,535.63,555.63,33. Kirby Winfield III,Seattle United 06 Tango,Interceptions,1st half,54.9,57.7
474,535.63,555.63,33. Kirby Winfield III,Seattle United 06 Tango,Interceptions (in opp. half),1st half,54.9,57.7
475,537.32,557.32,33. Kirby Winfield III,Seattle United 06 Tango,Passes accurate,1st half,58.2,50.6
476,537.32,557.32,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,1st half,58.2,50.6
477,538.38,558.38,21. Gian Lucca Weintraub,Seattle United 06 Tango,Positional attacks,1st half,67.3,31.2
478,541.36,561.36,21. Gian Lucca Weintraub,Seattle United 06 Tango,Positional attacks,1st half,61.6,35.9
479,541.36,561.36,21. Gian Lucca Weintraub,Seattle United 06 Tango,Passes accurate,1st half,61.6,35.9
480,543.21,563.21,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,1st half,65.5,63.5
481,545.11,565.11,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,1st half,68.0,56.7
482,545.11,565.11,47. Tate Macdonald,Seattle United 06 Tango,Passes accurate,1st half,68.0,56.7
483,547.69,567.69,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,64.4,24.1
484,549.58,569.58,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,1st half,69.4,22.4
485,549.58,569.58,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,69.4,22.4
486,552.56,572.56,54. Elliot Falor,Seattle United 06 Tango,Positional attacks,1st half,78.8,1.7
487,552.56,572.56,54. Elliot Falor,Seattle United 06 Tango,Positional attacks,1st half,78.8,1.7
488,552.56,572.56,54. Elliot Falor,Seattle United 06 Tango,Dribbling,1st half,78.8,1.7
489,555.11,575.11,54. Elliot Falor,Seattle United 06 Tango,Positional attacks,1st half,84.2,5.1
490,555.11,575.11,54. Elliot Falor,Seattle United 06 Tango,Dribbles (Successful actions),1st half,84.2,5.1
491,555.11,575.11,12. Noname A21,Sound FC 06,Tackles (Unsuccessful actions),1st half,20.8,62.9
492,555.11,575.11,12. Noname A21,Sound FC 06,Challenges (lost),1st half,20.8,62.9
493,558.04,578.04,54. Elliot Falor,Seattle United 06 Tango,Dribbles (Successful actions),1st half,86.8,12.7
494,558.04,578.04,8. Noname A19,Sound FC 06,Tackles (Unsuccessful actions),1st half,18.2,55.3
