ID,start,end,code,team,action,half,pos_x,pos_y
1087,1197.54,1217.54,7. Noname Noname,Sound FC 06,Tackles (Unsuccessful actions),1st half,39.5,17.3
1088,1199.34,1219.34,42. Loic Charles-Antoine,Seattle United 06 Tango,Lost balls,1st half,66.7,16.8
1089,1199.34,1219.34,42. Loic Charles-Antoine,Seattle United 06 Tango,Passes (inaccurate),1st half,63.0,45.3
1090,1199.34,1219.34,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,1st half,63.0,45.3
1091,1201.35,1221.35,12. Noname A21,Sound FC 06,Positional attacks,1st half,38.3,51.2
1092,1201.35,1221.35,12. Noname A21,Sound FC 06,Interceptions,1st half,38.3,51.2
1093,1204.27,1224.27,12. Noname A21,Sound FC 06,Passes accurate,1st half,60.8,48.6
1094,1204.27,1224.27,12. Noname A21,Sound FC 06,Counter-attacks,1st half,60.8,48.6
1095,1205.72,1225.72,25. Benton Tameling,Seattle United 06 Tango,Counter-attacks,1st half,25.0,21.3
1096,1205.72,1225.72,18. Noname Noname,Sound FC 06,Challenges (lost),1st half,80,46.7
1097,1205.72,1225.72,25. Benton Tameling,Seattle United 06 Tango,Challenges (won),1st half,25.0,21.3
1098,1205.72,1225.72,18. Noname Noname,Sound FC 06,Lost balls,1st half,80.0,46.7
1099,1209.36,1229.36,1. Finley Suess,Seattle United 06 Tango,Picking-ups,1st half,8.1,27.9
1100,1209.36,1229.36,1. Finley Suess,Seattle United 06 Tango,Passes accurate,1st half,8.1,27.9
1101,1212.8,1232.8,33. Kirby Winfield III,Seattle United 06 Tango,Passes accurate,1st half,16.1,38.7
1102,1214.07,1234.07,14. Noname Noname,Sound FC 06,Passes accurate,1st half,80.2,37.1
1103,1214.07,1234.07,42. Loic Charles-Antoine,Seattle United 06 Tango,Lost balls,1st half,24.8,30.9
1104,1214.07,1234.07,42. Loic Charles-Antoine,Seattle United 06 Tango,Challenges (lost),1st half,24.8,30.9
1105,1214.07,1234.07,14. Noname Noname,Sound FC 06,Challenges (won),1st half,80.2,37.1
1106,1214.07,1234.07,42. Loic Charles-Antoine,Seattle United 06 Tango,Lost balls (in opp. half),1st half,24.8,30.9
1107,1214.07,1234.07,14. Noname Noname,Sound FC 06,Positional attacks,1st half,80.2,37.1
1108,1215.52,1235.52,25. Benton Tameling,Seattle United 06 Tango,Tackles (Unsuccessful actions),1st half,16.8,23.1
1109,1215.52,1235.52,18. Noname Noname,Sound FC 06,Positional attacks,1st half,88.2,44.9
1110,1215.52,1235.52,25. Benton Tameling,Seattle United 06 Tango,Challenges (lost),1st half,16.8,23.1
1111,1215.52,1235.52,18. Noname Noname,Sound FC 06,Dribbles (Successful actions),1st half,88.2,44.9
1112,1218.14,1238.14,18. Noname Noname,Sound FC 06,Shots,1st half,101.6,46.7
1113,1218.14,1238.14,18. Noname Noname,Sound FC 06,Positional attacks,1st half,101.6,46.7
1114,1218.14,1238.14,1. Finley Suess,Seattle United 06 Tango,Wide shot (Goalkeepers),1st half,3.4,21.3
1115,1218.14,1238.14,18. Noname Noname,Sound FC 06,Wide shot,1st half,101.6,46.7
1116,1218.25,1238.25,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,1st half,3.3,32.7
1117,1218.25,1238.25,33. Kirby Winfield III,Seattle United 06 Tango,Errors,1st half,3.3,32.7
1118,1230.11,1250.11,1. Finley Suess,Seattle United 06 Tango,Passes accurate,1st half,5.4,29.6
1119,1230.11,1250.11,1. Finley Suess,Seattle United 06 Tango,Positional attacks,1st half,5.4,29.6
1120,1230.11,1250.11,1. Finley Suess,Seattle United 06 Tango,Goal-kicks,1st half,5.4,29.6
1121,1232.3,1252.3,25. Benton Tameling,Seattle United 06 Tango,Positional attacks,1st half,5.2,20.2
1122,1232.3,1252.3,25. Benton Tameling,Seattle United 06 Tango,Passes accurate,1st half,5.2,20.2
1123,1234.6,1254.6,42. Loic Charles-Antoine,Seattle United 06 Tango,Passes accurate,1st half,30.4,47.5
1124,1234.6,1254.6,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,1st half,30.4,47.5
1125,1237.3,1257.3,47. Tate Macdonald,Seattle United 06 Tango,Passes accurate,1st half,34.7,64.9
1126,1237.3,1257.3,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,1st half,34.7,64.9
1127,1238.12,1258.12,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,1st half,37.8,56.1
1128,1240.22,1260.22,29. Jackson Peterson,Seattle United 06 Tango,Passes accurate,1st half,43.1,58.8
1129,1240.22,1260.22,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,1st half,43.1,58.8
1130,1241.35,1261.35,47. Tate Macdonald,Seattle United 06 Tango,Passes accurate,1st half,42.1,66.2
1131,1241.35,1261.35,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,1st half,42.1,66.2
1132,1243.04,1263.04,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,1st half,40.1,44.4
1133,1247.48,1267.48,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,1st half,46.7,52.3
1134,1247.48,1267.48,42. Loic Charles-Antoine,Seattle United 06 Tango,Passes accurate,1st half,46.7,52.3
1135,1248.72,1268.72,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,1st half,62.5,54.7
1136,1248.72,1268.72,29. Jackson Peterson,Seattle United 06 Tango,Dribbling,1st half,62.5,54.7
1137,1248.72,1268.72,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,1st half,62.5,54.7
1138,1251.84,1271.84,29. Jackson Peterson,Seattle United 06 Tango,Dribbles (Unsuccessful actions),1st half,64.0,65.5
1139,1251.84,1271.84,8. Noname A19,Sound FC 06,Challenges (won),1st half,41,2.5
1140,1251.84,1271.84,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,1st half,64.0,65.5
1141,1251.84,1271.84,8. Noname A19,Sound FC 06,Tackles (Successful actions),1st half,41,2.5
1142,1251.84,1271.84,29. Jackson Peterson,Seattle United 06 Tango,Challenges (lost),1st half,64.0,65.5
1143,1251.84,1271.84,29. Jackson Peterson,Seattle United 06 Tango,Lost balls,1st half,64.0,65.5
1144,1253.72,1273.72,8. Noname A19,Sound FC 06,Passes accurate,1st half,33.8,2.0
1145,1258.3,1278.3,13. Noname Noname,Sound FC 06,Passes (inaccurate),1st half,12.5,1.7
1146,1259.25,1279.25,47. Tate Macdonald,Seattle United 06 Tango,Interceptions,1st half,69.4,65.8
1147,1259.25,1279.25,47. Tate Macdonald,Seattle United 06 Tango,Interceptions (in opp. half),1st half,69.4,65.8
1148,1313.72,1333.72,5. Noname Noname,Sound FC 06,Throw-in attacks,1st half,72.8,0.0
1149,1313.72,1333.72,5. Noname Noname,Sound FC 06,Passes accurate,1st half,72.8,0.0
1150,1313.72,1333.72,5. Noname Noname,Sound FC 06,Passes into the penalty box,1st half,72.8,0.0
1151,1315.49,1335.49,33. Kirby Winfield III,Seattle United 06 Tango,Challenges (lost),1st half,8.3,45.5
1152,1315.49,1335.49,7. Noname Noname,Sound FC 06,Throw-in attacks,1st half,96.7,22.5
1153,1315.49,1335.49,7. Noname Noname,Sound FC 06,Challenges (won),1st half,96.7,22.5
1154,1317.12,1337.12,14. Noname Noname,Sound FC 06,Throw-in attacks,1st half,101.2,24.2
1155,1317.12,1337.12,14. Noname Noname,Sound FC 06,Picking-ups (in opp. half),1st half,101.2,24.2
1156,1317.12,1337.12,14. Noname Noname,Sound FC 06,Picking-ups,1st half,101.2,24.2
1157,1317.43,1337.43,14. Noname Noname,Sound FC 06,Throw-in attacks,1st half,101.4,24.2
1158,1317.43,1337.43,1. Finley Suess,Seattle United 06 Tango,Wide shot (Goalkeepers),1st half,3.6,43.8
1159,1317.43,1337.43,14. Noname Noname,Sound FC 06,Shots,1st half,101.4,24.2
1160,1317.43,1337.43,14. Noname Noname,Sound FC 06,Wide shot,1st half,101.4,24.2
1161,1317.81,1337.81,33. Kirby Winfield III,Seattle United 06 Tango,Errors,1st half,5.9,46.3
1162,1317.81,1337.81,33. Kirby Winfield III,Seattle United 06 Tango,Throw-in attacks,1st half,5.9,46.3
1163,1335.7,1355.7,1. Finley Suess,Seattle United 06 Tango,Goal-kicks,1st half,5.1,27.8
1164,1335.7,1355.7,1. Finley Suess,Seattle United 06 Tango,Positional attacks,1st half,5.1,27.8
1165,1335.7,1355.7,1. Finley Suess,Seattle United 06 Tango,Passes accurate,1st half,5.1,27.8
1166,1337.78,1357.78,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,1st half,24.7,5.9
1167,1337.78,1357.78,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,24.7,5.9
1168,1339.79,1359.79,21. Gian Lucca Weintraub,Seattle United 06 Tango,Positional attacks,1st half,55.4,11.3
1169,1339.79,1359.79,21. Gian Lucca Weintraub,Seattle United 06 Tango,Passes accurate,1st half,55.4,11.3
1170,1344.08,1364.08,23. Zoran Khan,Seattle United 06 Tango,Crosses (inaccurate),1st half,88.0,8.8
1171,1344.08,1364.08,23. Zoran Khan,Seattle United 06 Tango,Positional attacks,1st half,88.0,8.8
1172,1344.08,1364.08,23. Zoran Khan,Seattle United 06 Tango,Passes (inaccurate),1st half,88.0,8.8
1173,1344.08,1364.08,23. Zoran Khan,Seattle United 06 Tango,Positional attacks,1st half,88.0,8.8
1174,1344.08,1364.08,23. Zoran Khan,Seattle United 06 Tango,Passes into the penalty box,1st half,88.0,8.8
1175,1344.18,1364.18,10. Noname A20,Sound FC 06,Positional attacks,1st half,13.5,49.8
1176,1387,1407,21. Gian Lucca Weintraub,Seattle United 06 Tango,Corner attacks,1st half,105.0,0.0
1177,1387,1407,21. Gian Lucca Weintraub,Seattle United 06 Tango,Corner attacks,1st half,105.0,0.0
1178,1387,1407,21. Gian Lucca Weintraub,Seattle United 06 Tango,Passes into the penalty box,1st half,105.0,0.0
1179,1387,1407,21. Gian Lucca Weintraub,Seattle United 06 Tango,Passes (inaccurate),1st half,105.0,0.0
1180,1388.71,1408.71,4. Noname A17,Sound FC 06,Corner attacks,1st half,6.0,31.3
1181,1388.71,1408.71,4. Noname A17,Sound FC 06,Interceptions,1st half,6.0,31.3
1182,1393.48,1413.48,54. Elliot Falor,Seattle United 06 Tango,Lost balls,1st half,92.0,61.5
1183,1393.48,1413.48,7. Noname Noname,Sound FC 06,Tackles (Successful actions),1st half,13,6.5
1184,1393.48,1413.48,54. Elliot Falor,Seattle United 06 Tango,Corner attacks,1st half,92.0,61.5
1185,1393.48,1413.48,54. Elliot Falor,Seattle United 06 Tango,Challenges (lost),1st half,92.0,61.5
1186,1393.48,1413.48,7. Noname Noname,Sound FC 06,Challenges (won),1st half,13,6.5
1187,1393.48,1413.48,54. Elliot Falor,Seattle United 06 Tango,Corner attacks,1st half,92.0,61.5
1188,1393.48,1413.48,54. Elliot Falor,Seattle United 06 Tango,Picking-ups (in opp. half),1st half,92.0,61.5
1189,1393.48,1413.48,54. Elliot Falor,Seattle United 06 Tango,Picking-ups,1st half,92.0,61.5
1190,1393.48,1413.48,54. Elliot Falor,Seattle United 06 Tango,Dribbles (Unsuccessful actions),1st half,92.0,61.5
1191,1411.75,1431.75,5. Noname Noname,Sound FC 06,Passes (inaccurate),1st half,27.8,0.0
1192,1411.75,1431.75,5. Noname Noname,Sound FC 06,Positional attacks,1st half,27.8,0.0
1193,1414.49,1434.49,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,1st half,47.5,63.4
1194,1414.49,1434.49,33. Kirby Winfield III,Seattle United 06 Tango,Interceptions,1st half,47.5,63.4
1195,1414.49,1434.49,33. Kirby Winfield III,Seattle United 06 Tango,Passes (inaccurate),1st half,47.5,63.4
1196,1414.49,1434.49,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,1st half,47.5,63.4
1197,1417.52,1437.52,9. Noname Noname,Sound FC 06,Interceptions,1st half,49.2,4.0
1198,1417.52,1437.52,9. Noname Noname,Sound FC 06,Positional attacks,1st half,49.2,4.0
1199,1418.59,1438.59,9. Noname Noname,Sound FC 06,Passes accurate,1st half,53.6,7.7
1200,1418.59,1438.59,9. Noname Noname,Sound FC 06,Positional attacks,1st half,53.6,7.7
1201,1418.59,1438.59,9. Noname Noname,Sound FC 06,Positional attacks,1st half,53.6,7.7
1202,1418.59,1438.59,9. Noname Noname,Sound FC 06,Air challenges (won),1st half,53.6,7.7
1203,1418.59,1438.59,29. Jackson Peterson,Seattle United 06 Tango,Challenges (lost),1st half,51.4,60.3
1204,1418.59,1438.59,29. Jackson Peterson,Seattle United 06 Tango,Air challenges (lost),1st half,51.4,60.3
1205,1418.59,1438.59,9. Noname Noname,Sound FC 06,Challenges (won),1st half,53.6,7.7
1206,1419.98,1439.98,14. Noname Noname,Sound FC 06,Passes accurate,1st half,51.4,15.4
1207,1419.98,1439.98,14. Noname Noname,Sound FC 06,Positional attacks,1st half,51.4,15.4
1208,1423.51,1443.51,7. Noname Noname,Sound FC 06,Lost balls,1st half,80.6,13.1
1209,1423.51,1443.51,25. Benton Tameling,Seattle United 06 Tango,Challenges (won),1st half,24.4,54.9
1210,1423.51,1443.51,7. Noname Noname,Sound FC 06,Challenges (lost),1st half,80.6,13.1
1211,1423.51,1443.51,25. Benton Tameling,Seattle United 06 Tango,Positional attacks,1st half,24.4,54.9
1212,1424.35,1444.35,7. Noname Noname,Sound FC 06,Positional attacks,1st half,80.4,13.1
1213,1424.35,1444.35,7. Noname Noname,Sound FC 06,Fouls,1st half,80.4,13.1
1214,1441.64,1461.64,33. Kirby Winfield III,Seattle United 06 Tango,Passes (inaccurate),1st half,25.7,52.9
1215,1441.64,1461.64,33. Kirby Winfield III,Seattle United 06 Tango,Lost balls,1st half,56.8,32.2
1216,1443.4,1463.4,8. Noname A19,Sound FC 06,Interceptions,1st half,48.2,35.8
1217,1445.58,1465.58,8. Noname A19,Sound FC 06,Passes accurate,1st half,47.9,31.0
1218,1445.58,1465.58,8. Noname A19,Sound FC 06,Positional attacks,1st half,47.9,31.0
1219,1446.27,1466.27,14. Noname Noname,Sound FC 06,Passes accurate,1st half,58.9,27.6
1220,1446.27,1466.27,14. Noname Noname,Sound FC 06,Positional attacks,1st half,58.9,27.6
1221,1447.63,1467.63,7. Noname Noname,Sound FC 06,Positional attacks,1st half,68.3,15.9
1222,1448.65,1468.65,33. Kirby Winfield III,Seattle United 06 Tango,Fouls,1st half,37.3,53.5
1223,1448.65,1468.65,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,1st half,37.3,53.5
1224,1471.64,1491.64,5. Noname Noname,Sound FC 06,Passes accurate,1st half,63.6,16.3
1225,1471.64,1491.64,5. Noname Noname,Sound FC 06,Passes into the penalty box,1st half,63.6,16.3
1226,1471.64,1491.64,5. Noname Noname,Sound FC 06,Free-kick attacks,1st half,63.6,16.3
1227,1471.64,1491.64,5. Noname Noname,Sound FC 06,Free-kick attacks,1st half,63.6,16.3
1228,1473.97,1493.97,25. Benton Tameling,Seattle United 06 Tango,Air challenges (won),1st half,7.8,32.1
1229,1473.97,1493.97,25. Benton Tameling,Seattle United 06 Tango,Free-kick attacks,1st half,7.8,32.1
1230,1473.97,1493.97,14. Noname Noname,Sound FC 06,Air challenges (lost),1st half,97.2,35.9
1231,1473.97,1493.97,14. Noname Noname,Sound FC 06,Challenges (lost),1st half,97.2,35.9
1232,1473.97,1493.97,25. Benton Tameling,Seattle United 06 Tango,Challenges (won),1st half,7.8,32.1
1233,1479.58,1499.58,12. Noname A21,Sound FC 06,Free-kick attacks,1st half,80.7,62.6
1234,1479.58,1499.58,42. Loic Charles-Antoine,Seattle United 06 Tango,Challenges (lost),1st half,24.3,5.4
1235,1479.58,1499.58,12. Noname A21,Sound FC 06,Challenges (won),1st half,80.7,62.6
1236,1482.57,1502.57,14. Noname Noname,Sound FC 06,Dribbles (Unsuccessful actions),1st half,76.4,57.5
1237,1482.57,1502.57,42. Loic Charles-Antoine,Seattle United 06 Tango,Tackles (Successful actions),1st half,28.6,10.5
1238,1482.57,1502.57,42. Loic Charles-Antoine,Seattle United 06 Tango,Challenges (won),1st half,28.6,10.5
1239,1482.57,1502.57,14. Noname Noname,Sound FC 06,Challenges (lost),1st half,76.4,57.5
1240,1482.57,1502.57,14. Noname Noname,Sound FC 06,Picking-ups (in opp. half),1st half,76.4,57.5
1241,1482.57,1502.57,14. Noname Noname,Sound FC 06,Free-kick attacks,1st half,76.4,57.5
1242,1482.57,1502.57,14. Noname Noname,Sound FC 06,Free-kick attacks,1st half,76.4,57.5
1243,1482.57,1502.57,14. Noname Noname,Sound FC 06,Lost balls,1st half,76.4,57.5
1244,1482.57,1502.57,14. Noname Noname,Sound FC 06,Picking-ups,1st half,76.4,57.5
1245,1485.51,1505.51,12. Noname A21,Sound FC 06,Passes accurate,1st half,71.0,60.0
1246,1485.51,1505.51,12. Noname A21,Sound FC 06,Picking-ups (in opp. half),1st half,71.0,60.0
1247,1485.51,1505.51,12. Noname A21,Sound FC 06,Picking-ups,1st half,71.0,60.0
1248,1486.91,1506.91,8. Noname A19,Sound FC 06,Challenges (lost),1st half,71,48.1
1249,1486.91,1506.91,29. Jackson Peterson,Seattle United 06 Tango,Challenges (won),1st half,34.0,19.9
1250,1501.74,1521.74,40. Mateo Garces,Seattle United 06 Tango,Passes (inaccurate),1st half,27.3,0.0
1251,1503.33,1523.33,4. Noname A17,Sound FC 06,Interceptions (in opp. half),1st half,58.9,64.7
1252,1503.33,1523.33,4. Noname A17,Sound FC 06,Interceptions,1st half,58.9,64.7
1253,1511.86,1531.86,40. Mateo Garces,Seattle United 06 Tango,Passes (inaccurate),1st half,44.5,0.0
1254,1511.86,1531.86,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,44.5,0.0
1255,1513.3,1533.3,12. Noname A21,Sound FC 06,Positional attacks,1st half,36.9,65.2
1256,1513.3,1533.3,12. Noname A21,Sound FC 06,Interceptions,1st half,36.9,65.2
1257,1515.47,1535.47,43. Finn Harney,Seattle United 06 Tango,Positional attacks,1st half,70.5,9.7
1258,1515.47,1535.47,43. Finn Harney,Seattle United 06 Tango,Picking-ups,1st half,70.5,9.7
1259,1515.47,1535.47,43. Finn Harney,Seattle United 06 Tango,Passes accurate,1st half,70.5,9.7
1260,1515.47,1535.47,43. Finn Harney,Seattle United 06 Tango,Positional attacks,1st half,70.5,9.7
1261,1515.47,1535.47,43. Finn Harney,Seattle United 06 Tango,Picking-ups (in opp. half),1st half,70.5,9.7
1262,1516.87,1536.87,23. Zoran Khan,Seattle United 06 Tango,Lost balls,1st half,72.4,3.7
1263,1516.87,1536.87,12. Noname A21,Sound FC 06,Challenges (won),1st half,32.6,64.3
1264,1516.87,1536.87,12. Noname A21,Sound FC 06,Positional attacks,1st half,32.6,64.3
1265,1516.87,1536.87,23. Zoran Khan,Seattle United 06 Tango,Challenges (lost),1st half,72.4,3.7
1266,1516.87,1536.87,12. Noname A21,Sound FC 06,Passes accurate,1st half,32.6,64.3
1267,1519.57,1539.57,21. Gian Lucca Weintraub,Seattle United 06 Tango,Air challenges (lost),1st half,69.6,10.8
1268,1519.57,1539.57,21. Gian Lucca Weintraub,Seattle United 06 Tango,Challenges (lost),1st half,69.6,10.8
1269,1519.57,1539.57,8. Noname A19,Sound FC 06,Air challenges (won),1st half,35.4,57.2
1270,1519.57,1539.57,8. Noname A19,Sound FC 06,Challenges (won),1st half,35.4,57.2
1271,1521.85,1541.85,8. Noname A19,Sound FC 06,Passes (inaccurate),1st half,39.5,61.8
1272,1522.1,1542.1,40. Mateo Garces,Seattle United 06 Tango,Interceptions (in opp. half),1st half,61.2,7.7
1273,1522.1,1542.1,40. Mateo Garces,Seattle United 06 Tango,Interceptions,1st half,61.2,7.7
1274,1530.03,1550.03,12. Noname A21,Sound FC 06,Passes accurate,1st half,53.2,68.0
1275,1530.03,1550.03,12. Noname A21,Sound FC 06,Positional attacks,1st half,53.2,68.0
1276,1531.06,1551.06,54. Elliot Falor,Seattle United 06 Tango,Challenges (won),1st half,41.3,4.2
1277,1531.06,1551.06,54. Elliot Falor,Seattle United 06 Tango,Positional attacks,1st half,41.3,4.2
1278,1531.06,1551.06,8. Noname A19,Sound FC 06,Challenges (lost),1st half,63.7,63.8
1279,1533.88,1553.88,54. Elliot Falor,Seattle United 06 Tango,Passes (inaccurate),1st half,42.8,10.5
1280,1533.88,1553.88,54. Elliot Falor,Seattle United 06 Tango,Positional attacks,1st half,42.8,10.5
1281,1536.53,1556.53,9. Noname Noname,Sound FC 06,Picking-ups,1st half,56.2,28.2
1282,1536.53,1556.53,9. Noname Noname,Sound FC 06,Positional attacks,1st half,56.2,28.2
1283,1536.53,1556.53,9. Noname Noname,Sound FC 06,Picking-ups (in opp. half),1st half,56.2,28.2
1284,1538.86,1558.86,9. Noname Noname,Sound FC 06,Lost balls,1st half,96.0,15.7
1285,1538.86,1558.86,9. Noname Noname,Sound FC 06,Passes into the penalty box,1st half,55.0,21.9
1286,1538.86,1558.86,9. Noname Noname,Sound FC 06,Positional attacks,1st half,55.0,21.9
1287,1538.86,1558.86,9. Noname Noname,Sound FC 06,Passes (inaccurate),1st half,55.0,21.9
1288,1542.76,1562.76,33. Kirby Winfield III,Seattle United 06 Tango,Interceptions,1st half,9.0,52.3
1289,1542.76,1562.76,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,1st half,9.0,52.3
1290,1544.47,1564.47,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,1st half,8.4,56.4
1291,1544.47,1564.47,33. Kirby Winfield III,Seattle United 06 Tango,Passes accurate,1st half,8.4,56.4
1292,1546.96,1566.96,7. Noname Noname,Sound FC 06,Challenges (lost),1st half,80.6,7.9
1293,1546.96,1566.96,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,1st half,24.4,60.1
1294,1546.96,1566.96,47. Tate Macdonald,Seattle United 06 Tango,Dribbles (Successful actions),1st half,24.4,60.1
1295,1546.96,1566.96,7. Noname Noname,Sound FC 06,Tackles (Unsuccessful actions),1st half,80.6,7.9
1296,1548.32,1568.32,47. Tate Macdonald,Seattle United 06 Tango,Passes accurate,1st half,19.5,59.1
1297,1548.32,1568.32,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,1st half,19.5,59.1
1298,1550.58,1570.58,7. Noname Noname,Sound FC 06,Challenges (lost),1st half,95.6,17.1
1299,1550.58,1570.58,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,1st half,9.4,50.9
1300,1550.58,1570.58,33. Kirby Winfield III,Seattle United 06 Tango,Dribbles (Successful actions),1st half,9.4,50.9
1301,1550.58,1570.58,7. Noname Noname,Sound FC 06,Tackles (Unsuccessful actions),1st half,95.6,17.1
1302,1552.74,1572.74,33. Kirby Winfield III,Seattle United 06 Tango,Passes accurate,1st half,9.8,54.9
1303,1552.74,1572.74,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,1st half,9.8,54.9
1304,1553.52,1573.52,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,1st half,24.0,61.7
1305,1553.52,1573.52,47. Tate Macdonald,Seattle United 06 Tango,Passes accurate,1st half,24.0,61.7
1306,1555.04,1575.04,29. Jackson Peterson,Seattle United 06 Tango,Passes (inaccurate),1st half,33.4,66.3
1307,1555.04,1575.04,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,1st half,33.4,66.3
1308,1555.04,1575.04,29. Jackson Peterson,Seattle United 06 Tango,Positional attacks,1st half,33.4,66.3
1309,1555.04,1575.04,5. Noname Noname,Sound FC 06,Challenges (lost),1st half,71.6,1.7
1310,1555.04,1575.04,29. Jackson Peterson,Seattle United 06 Tango,Challenges (won),1st half,33.4,66.3
1311,1556.76,1576.76,8. Noname A19,Sound FC 06,Passes into the penalty box,1st half,68.3,8.8
1312,1556.76,1576.76,8. Noname A19,Sound FC 06,Positional attacks,1st half,68.3,8.8
1313,1556.76,1576.76,8. Noname A19,Sound FC 06,Passes (inaccurate),1st half,68.3,8.8
1314,1556.76,1576.76,8. Noname A19,Sound FC 06,Picking-ups,1st half,68.3,8.8
1315,1556.76,1576.76,8. Noname A19,Sound FC 06,Picking-ups (in opp. half),1st half,68.3,8.8
1316,1556.76,1576.76,8. Noname A19,Sound FC 06,Positional attacks,1st half,68.3,8.8
1317,1558.67,1578.67,25. Benton Tameling,Seattle United 06 Tango,Positional attacks,1st half,14.3,33.0
1318,1558.67,1578.67,25. Benton Tameling,Seattle United 06 Tango,Passes accurate,1st half,14.3,33.0
1319,1558.67,1578.67,25. Benton Tameling,Seattle United 06 Tango,Positional attacks,1st half,14.3,33.0
1320,1558.67,1578.67,25. Benton Tameling,Seattle United 06 Tango,Interceptions,1st half,14.3,33.0
1321,1561.53,1581.53,43. Finn Harney,Seattle United 06 Tango,Positional attacks,1st half,39.9,60.0
1322,1561.53,1581.53,43. Finn Harney,Seattle United 06 Tango,Passes accurate,1st half,39.9,60.0
1323,1561.53,1581.53,5. Noname Noname,Sound FC 06,Air challenges (lost),1st half,65.1,8
1324,1561.53,1581.53,5. Noname Noname,Sound FC 06,Challenges (lost),1st half,65.1,8
1325,1561.53,1581.53,43. Finn Harney,Seattle United 06 Tango,Challenges (won),1st half,39.9,60.0
1326,1561.53,1581.53,43. Finn Harney,Seattle United 06 Tango,Positional attacks,1st half,39.9,60.0
1327,1561.53,1581.53,43. Finn Harney,Seattle United 06 Tango,Air challenges (won),1st half,39.9,60.0
1328,1564.02,1584.02,23. Zoran Khan,Seattle United 06 Tango,Positional attacks,1st half,48.2,37.2
1329,1565.27,1585.27,23. Zoran Khan,Seattle United 06 Tango,Passes accurate,1st half,46.1,33.6
1330,1565.27,1585.27,23. Zoran Khan,Seattle United 06 Tango,Positional attacks,1st half,46.1,33.6
1331,1569.08,1589.08,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,55.8,12.1
1332,1572.03,1592.03,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,66.5,4.3
1333,1572.03,1592.03,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,1st half,66.5,4.3
1334,1574.52,1594.52,10. Noname A20,Sound FC 06,Positional attacks,1st half,11.0,64.9
1335,1574.52,1594.52,21. Gian Lucca Weintraub,Seattle United 06 Tango,Challenges (lost),1st half,94,3.1
1336,1574.52,1594.52,10. Noname A20,Sound FC 06,Challenges (won),1st half,11.0,64.9
1337,1602.29,1622.29,40. Mateo Garces,Seattle United 06 Tango,Throw-in attacks,1st half,95.5,0.0
1338,1602.29,1622.29,40. Mateo Garces,Seattle United 06 Tango,Passes into the penalty box,1st half,95.5,0.0
1339,1602.29,1622.29,40. Mateo Garces,Seattle United 06 Tango,Passes (inaccurate),1st half,95.5,0.0
1340,1603.55,1623.55,4. Noname A17,Sound FC 06,Throw-in attacks,1st half,11.9,48.4
1341,1603.55,1623.55,4. Noname A17,Sound FC 06,Interceptions,1st half,11.9,48.4
1342,1604.87,1624.87,14. Noname Noname,Sound FC 06,Throw-in attacks,1st half,12.7,38.2
1343,1604.87,1624.87,14. Noname Noname,Sound FC 06,Picking-ups,1st half,12.7,38.2
1344,1604.87,1624.87,14. Noname Noname,Sound FC 06,Throw-in attacks,1st half,12.7,38.2
1345,1604.87,1624.87,14. Noname Noname,Sound FC 06,Passes (inaccurate),1st half,12.7,38.2
1346,1606.63,1626.63,47. Tate Macdonald,Seattle United 06 Tango,Interceptions,1st half,64.4,48.3
1347,1606.63,1626.63,47. Tate Macdonald,Seattle United 06 Tango,Positional attacks,1st half,64.4,48.3
1348,1606.63,1626.63,47. Tate Macdonald,Seattle United 06 Tango,Interceptions (in opp. half),1st half,64.4,48.3
1349,1611.93,1631.93,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,1st half,30.4,60.6
